year,age,sex,n_alive
2007,2,M,5397
2007,3,F,5239
2007,3,M,5444
2007,4,F,5194
2007,4,M,5392
2007,5,F,5216
2007,5,M,5388
2007,6,F,5188
2007,6,M,5502
2007,7,F,5422
2007,7,M,5633
2007,8,F,5332
2007,8,M,5781
2007,9,F,5563
2007,9,M,5829
2007,10,F,5658
2007,10,M,6147
2007,11,F,6028
2007,11,M,6404
2007,12,F,6233
2007,12,M,6502
2007,13,F,6281
2007,13,M,6590
2007,14,F,6385
2007,14,M,6745
2007,15,F,6546
2007,15,M,6842
2007,16,F,6743
2007,16,M,6961
2007,17,F,6807
2007,17,M,7105
2007,18,F,6532
2007,18,M,7046
2007,19,F,6541
2007,19,M,6751
2007,20,F,6525
2007,20,M,6930
2007,21,F,6688
2007,21,M,7034
2007,22,F,6747
2007,22,M,7129
2007,23,F,6660
2007,23,M,7180
2007,24,F,6804
2007,24,M,7014
2007,25,F,6734
2007,25,M,7034
2007,26,F,6881
2007,26,M,6946
2007,27,F,6744
2007,27,M,6919
2007,28,F,6668
2007,28,M,6667
2007,29,F,6608
2007,29,M,6562
2007,30,F,6548
2007,30,M,6688
2007,31,F,6718
2007,31,M,6613
2007,32,F,6649
2007,32,M,6719
2007,33,F,6556
2007,33,M,6558
2007,34,F,6527
2007,34,M,6770
2007,35,F,6820
2007,35,M,6701
2007,36,F,7043
2007,36,M,7100
2007,37,F,7117
2007,37,M,7093
2007,38,F,7135
2007,38,M,7003
2007,39,F,7043
2007,39,M,7042
2007,40,F,7099
2007,40,M,7309
2007,41,F,7544
2007,41,M,7678
2007,42,F,8271
2007,42,M,8173
2007,43,F,8516
2007,43,M,8474
2007,44,F,8561
2007,44,M,8622
2007,45,F,8361
2007,45,M,8401
2007,46,F,8417
2007,46,M,8431
2007,47,F,8114
2007,47,M,8478
2007,48,F,8051
2007,48,M,8153
2007,49,F,8050
2007,49,M,7964
2007,50,F,7847
2007,50,M,7878
2007,51,F,7629
2007,51,M,7641
2007,52,F,7587
2007,52,M,7573
2007,53,F,7325
2007,53,M,7258
2007,54,F,7075
2007,54,M,6814
2007,55,F,6685
2007,55,M,6622
2007,56,F,6670
2007,56,M,6401
2007,57,F,6489
2007,57,M,6270
2007,58,F,6436
2007,58,M,6007
2007,59,F,6308
2007,59,M,6106
2007,60,F,6211
2007,60,M,5997
2007,61,F,5450
2007,61,M,5162
2007,62,F,5029
2007,62,M,4896
2007,63,F,4901
2007,63,M,4775
2007,64,F,4725
2007,64,M,4514
2007,65,F,4379
2007,65,M,4154
2007,66,F,4271
2007,66,M,3891
2007,67,F,3946
2007,67,M,3595
2007,68,F,3862
2007,68,M,3462
2007,69,F,3651
2007,69,M,3256
2007,70,F,3495
2007,70,M,3095
2007,71,F,3454
2007,71,M,3037
2007,72,F,3345
2007,72,M,2890
2007,73,F,3177
2007,73,M,2739
2007,74,F,3217
2007,74,M,2667
2007,75,F,3090
2007,75,M,2637
2007,76,F,3066
2007,76,M,2520
2007,77,F,2938
2007,77,M,2396
2007,78,F,2817
2007,78,M,2052
2007,79,F,2708
2007,79,M,1960
2007,80,F,2576
2007,80,M,1754
2007,81,F,2463
2007,81,M,1615
2007,82,F,2269
2007,82,M,1433
2007,83,F,2150
2007,83,M,1230
2007,84,F,1987
2007,84,M,1092
2007,85,F,1796
2007,85,M,979
2007,86,F,1596
2007,86,M,809
2007,87,F,1431
2007,87,M,662
2007,88,F,1080
2007,88,M,439
2007,89,F,910
2007,89,M,384
2007,90,F,765
2007,90,M,312
2007,91,F,655
2007,91,M,217
2007,92,F,504
2007,92,M,189
2007,93,F,401
2007,93,M,154
2007,94,F,301
2007,94,M,95
2007,95,F,224
2007,95,M,63
2007,96,F,135
2007,96,M,49
2007,97,F,121
2007,97,M,28
2007,98,F,70
2007,98,M,16
2007,99,F,42
2007,99,M,9
2007,100,F,91
2007,100,M,14
2007,101,F,57
2007,101,M,8
2007,102,F,37
2007,102,M,4
2007,103,F,16
2007,103,M,0
2007,104,F,14
2007,104,M,2
2007,105,F,10
2007,105,M,0
2007,106,F,1
2007,106,M,0
2007,107,F,0
2007,107,M,0
2007,108,F,0
2007,108,M,0
2007,109,F,0
2007,109,M,0
2007,110,F,0
2007,110,M,0
2008,0,F,5574
2008,0,M,5703
2008,1,F,5470
2008,1,M,5594
2008,2,F,5228
2008,2,M,5497
2008,3,F,5217
2008,3,M,5437
2008,4,F,5275
2008,4,M,5482
2008,5,F,5247
2008,5,M,5422
2008,6,F,5263
2008,6,M,5439
2008,7,F,5243
2008,7,M,5561
2008,8,F,5475
2008,8,M,5679
2008,9,F,5397
2008,9,M,5835
2008,10,F,5624
2008,10,M,5885
2008,11,F,5726
2008,11,M,6221
2008,12,F,6077
2008,12,M,6478
2008,13,F,6302
2008,13,M,6597
2008,14,F,6349
2008,14,M,6661
2008,15,F,6459
2008,15,M,6809
2008,16,F,6617
2008,16,M,6901
2008,17,F,6828
2008,17,M,7013
2008,18,F,6890
2008,18,M,7182
2008,19,F,6656
2008,19,M,7141
2008,20,F,6656
2008,20,M,6788
2008,21,F,6616
2008,21,M,6962
2008,22,F,6747
2008,22,M,7078
2008,23,F,6836
2008,23,M,7180
2008,24,F,6752
2008,24,M,7208
2008,25,F,6918
2008,25,M,7056
2008,26,F,6825
2008,26,M,7068
2008,27,F,6993
2008,27,M,7001
2008,28,F,6848
2008,28,M,7001
2008,29,F,6755
2008,29,M,6733
2008,30,F,6703
2008,30,M,6641
2008,31,F,6645
2008,31,M,6778
2008,32,F,6808
2008,32,M,6686
2008,33,F,6752
2008,33,M,6823
2008,34,F,6656
2008,34,M,6640
2008,35,F,6586
2008,35,M,6823
2008,36,F,6904
2008,36,M,6756
2008,37,F,7135
2008,37,M,7157
2008,38,F,7190
2008,38,M,7136
2008,39,F,7201
2008,39,M,7060
2008,40,F,7081
2008,40,M,7072
2008,41,F,7132
2008,41,M,7328
2008,42,F,7572
2008,42,M,7688
2008,43,F,8300
2008,43,M,8207
2008,44,F,8522
2008,44,M,8480
2008,45,F,8566
2008,45,M,8631
2008,46,F,8370
2008,46,M,8406
2008,47,F,8442
2008,47,M,8475
2008,48,F,8135
2008,48,M,8498
2008,49,F,8063
2008,49,M,8176
2008,50,F,8064
2008,50,M,7985
2008,51,F,7837
2008,51,M,7885
2008,52,F,7610
2008,52,M,7640
2008,53,F,7572
2008,53,M,7561
2008,54,F,7291
2008,54,M,7244
2008,55,F,7046
2008,55,M,6806
2008,56,F,6657
2008,56,M,6594
2008,57,F,6649
2008,57,M,6389
2008,58,F,6462
2008,58,M,6241
2008,59,F,6409
2008,59,M,5982
2008,60,F,6294
2008,60,M,6078
2008,61,F,6208
2008,61,M,5971
2008,62,F,5405
2008,62,M,5119
2008,63,F,4987
2008,63,M,4859
2008,64,F,4869
2008,64,M,4729
2008,65,F,4686
2008,65,M,4467
2008,66,F,4344
2008,66,M,4089
2008,67,F,4249
2008,67,M,3821
2008,68,F,3912
2008,68,M,3531
2008,69,F,3819
2008,69,M,3400
2008,70,F,3611
2008,70,M,3206
2008,71,F,3452
2008,71,M,3037
2008,72,F,3399
2008,72,M,2987
2008,73,F,3297
2008,73,M,2814
2008,74,F,3110
2008,74,M,2652
2008,75,F,3148
2008,75,M,2585
2008,76,F,3005
2008,76,M,2513
2008,77,F,3002
2008,77,M,2383
2008,78,F,2827
2008,78,M,2290
2008,79,F,2719
2008,79,M,1928
2008,80,F,2601
2008,80,M,1839
2008,81,F,2472
2008,81,M,1624
2008,82,F,2335
2008,82,M,1494
2008,83,F,2139
2008,83,M,1303
2008,84,F,2007
2008,84,M,1111
2008,85,F,1854
2008,85,M,982
2008,86,F,1656
2008,86,M,870
2008,87,F,1427
2008,87,M,722
2008,88,F,1270
2008,88,M,569
2008,89,F,927
2008,89,M,374
2008,90,F,802
2008,90,M,311
2008,91,F,660
2008,91,M,235
2008,92,F,548
2008,92,M,169
2008,93,F,409
2008,93,M,140
2008,94,F,322
2008,94,M,114
2008,95,F,228
2008,95,M,71
2008,96,F,163
2008,96,M,46
2008,97,F,94
2008,97,M,35
2008,98,F,88
2008,98,M,12
2008,99,F,46
2008,99,M,12
2008,100,F,84
2008,100,M,15
2008,101,F,59
2008,101,M,8
2008,102,F,37
2008,102,M,4
2008,103,F,22
2008,103,M,2
2008,104,F,8
2008,104,M,0
2008,105,F,7
2008,105,M,2
2008,106,F,5
2008,106,M,0
2008,107,F,1
2008,107,M,0
2008,108,F,0
2008,108,M,0
2008,109,F,0
2008,109,M,0
2008,110,F,0
2008,110,M,0
2009,0,F,5519
2009,0,M,5920
2009,1,F,5657
2009,1,M,5790
2009,2,F,5538
2009,2,M,5664
2009,3,F,5293
2009,3,M,5565
2009,4,F,5264
2009,4,M,5479
2009,5,F,5322
2009,5,M,5526
2009,6,F,5296
2009,6,M,5467
2009,7,F,5302
2009,7,M,5499
2009,8,F,5296
2009,8,M,5604
2009,9,F,5537
2009,9,M,5747
2009,10,F,5448
2009,10,M,5900
2009,11,F,5676
2009,11,M,5963
2009,12,F,5786
2009,12,M,6283
2009,13,F,6149
2009,13,M,6567
2009,14,F,6381
2009,14,M,6697
2009,15,F,6428
2009,15,M,6749
2009,16,F,6547
2009,16,M,6883
2009,17,F,6711
2009,17,M,6984
2009,18,F,6914
2009,18,M,7092
2009,19,F,7022
2009,19,M,7319
2009,20,F,6794
2009,20,M,7207
2009,21,F,6738
2009,21,M,6841
2009,22,F,6696
2009,22,M,7021
2009,23,F,6856
2009,23,M,7141
2009,24,F,6939
2009,24,M,7262
2009,25,F,6875
2009,25,M,7257
2009,26,F,7061
2009,26,M,7112
2009,27,F,6945
2009,27,M,7142
2009,28,F,7118
2009,28,M,7104
2009,29,F,6964
2009,29,M,7082
2009,30,F,6879
2009,30,M,6832
2009,31,F,6808
2009,31,M,6721
2009,32,F,6749
2009,32,M,6854
2009,33,F,6893
2009,33,M,6760
2009,34,F,6844
2009,34,M,6879
2009,35,F,6736
2009,35,M,6697
2009,36,F,6651
2009,36,M,6866
2009,37,F,6983
2009,37,M,6799
2009,38,F,7213
2009,38,M,7229
2009,39,F,7250
2009,39,M,7177
2009,40,F,7261
2009,40,M,7089
2009,41,F,7131
2009,41,M,7092
2009,42,F,7147
2009,42,M,7354
2009,43,F,7586
2009,43,M,7703
2009,44,F,8321
2009,44,M,8215
2009,45,F,8524
2009,45,M,8482
2009,46,F,8564
2009,46,M,8645
2009,47,F,8381
2009,47,M,8407
2009,48,F,8466
2009,48,M,8504
2009,49,F,8152
2009,49,M,8509
2009,50,F,8073
2009,50,M,8186
2009,51,F,8071
2009,51,M,8000
2009,52,F,7835
2009,52,M,7887
2009,53,F,7588
2009,53,M,7630
2009,54,F,7553
2009,54,M,7556
2009,55,F,7263
2009,55,M,7223
2009,56,F,7008
2009,56,M,6794
2009,57,F,6614
2009,57,M,6580
2009,58,F,6610
2009,58,M,6367
2009,59,F,6438
2009,59,M,6232
2009,60,F,6382
2009,60,M,5959
2009,61,F,6271
2009,61,M,6039
2009,62,F,6207
2009,62,M,5957
2009,63,F,5360
2009,63,M,5068
2009,64,F,4942
2009,64,M,4818
2009,65,F,4834
2009,65,M,4667
2009,66,F,4648
2009,66,M,4408
2009,67,F,4304
2009,67,M,4022
2009,68,F,4208
2009,68,M,3761
2009,69,F,3880
2009,69,M,3470
2009,70,F,3796
2009,70,M,3336
2009,71,F,3561
2009,71,M,3141
2009,72,F,3387
2009,72,M,2966
2009,73,F,3337
2009,73,M,2920
2009,74,F,3246
2009,74,M,2737
2009,75,F,3042
2009,75,M,2564
2009,76,F,3083
2009,76,M,2494
2009,77,F,2927
2009,77,M,2417
2009,78,F,2923
2009,78,M,2271
2009,79,F,2730
2009,79,M,2188
2009,80,F,2608
2009,80,M,1818
2009,81,F,2502
2009,81,M,1710
2009,82,F,2343
2009,82,M,1512
2009,83,F,2212
2009,83,M,1349
2009,84,F,2011
2009,84,M,1152
2009,85,F,1858
2009,85,M,980
2009,86,F,1725
2009,86,M,853
2009,87,F,1507
2009,87,M,763
2009,88,F,1269
2009,88,M,627
2009,89,F,1121
2009,89,M,474
2009,90,F,808
2009,90,M,304
2009,91,F,675
2009,91,M,254
2009,92,F,554
2009,92,M,181
2009,93,F,440
2009,93,M,143
2009,94,F,328
2009,94,M,107
2009,95,F,267
2009,95,M,88
2009,96,F,178
2009,96,M,44
2009,97,F,115
2009,97,M,31
2009,98,F,66
2009,98,M,26
2009,99,F,60
2009,99,M,9
2009,100,F,100
2009,100,M,16
2009,101,F,55
2009,101,M,6
2009,102,F,48
2009,102,M,5
2009,103,F,26
2009,103,M,3
2009,104,F,11
2009,104,M,1
2009,105,F,5
2009,105,M,0
2009,106,F,1
2009,106,M,2
2009,107,F,2
2009,107,M,0
2009,108,F,0
2009,108,M,0
2009,109,F,0
2009,109,M,0
2009,110,F,0
2009,110,M,0
2010,0,F,5553
2010,0,M,5893
2010,1,F,5602
2010,1,M,5979
2010,2,F,5704
2010,2,M,5851
2010,3,F,5588
2010,3,M,5723
2010,4,F,5362
2010,4,M,5636
2010,5,F,5320
2010,5,M,5538
2010,6,F,5390
2010,6,M,5578
2010,7,F,5332
2010,7,M,5518
2010,8,F,5360
2010,8,M,5535
2010,9,F,5343
2010,9,M,5646
2010,10,F,5586
2010,10,M,5817
2010,11,F,5507
2010,11,M,5952
2010,12,F,5744
2010,12,M,6017
2010,13,F,5850
2010,13,M,6358
2010,14,F,6214
2010,14,M,6654
2010,15,F,6466
2010,15,M,6787
2010,16,F,6515
2010,16,M,6831
2010,17,F,6645
2010,17,M,6976
2010,18,F,6808
2010,18,M,7124
2010,19,F,7060
2010,19,M,7284
2010,20,F,7152
2010,20,M,7430
2010,21,F,6917
2010,21,M,7278
2010,22,F,6841
2010,22,M,6902
2010,23,F,6797
2010,23,M,7095
2010,24,F,6971
2010,24,M,7211
2010,25,F,7049
2010,25,M,7301
2010,26,F,6989
2010,26,M,7302
2010,27,F,7160
2010,27,M,7184
2010,28,F,7072
2010,28,M,7204
2010,29,F,7227
2010,29,M,7189
2010,30,F,7065
2010,30,M,7182
2010,31,F,6978
2010,31,M,6913
2010,32,F,6900
2010,32,M,6799
2010,33,F,6831
2010,33,M,6907
2010,34,F,6977
2010,34,M,6824
2010,35,F,6911
2010,35,M,6936
2010,36,F,6798
2010,36,M,6731
2010,37,F,6711
2010,37,M,6893
2010,38,F,7037
2010,38,M,6826
2010,39,F,7304
2010,39,M,7273
2010,40,F,7285
2010,40,M,7198
2010,41,F,7311
2010,41,M,7111
2010,42,F,7171
2010,42,M,7099
2010,43,F,7169
2010,43,M,7355
2010,44,F,7595
2010,44,M,7710
2010,45,F,8335
2010,45,M,8214
2010,46,F,8530
2010,46,M,8474
2010,47,F,8557
2010,47,M,8641
2010,48,F,8373
2010,48,M,8384
2010,49,F,8491
2010,49,M,8537
2010,50,F,8167
2010,50,M,8517
2010,51,F,8089
2010,51,M,8197
2010,52,F,8075
2010,52,M,8006
2010,53,F,7829
2010,53,M,7884
2010,54,F,7573
2010,54,M,7625
2010,55,F,7525
2010,55,M,7547
2010,56,F,7227
2010,56,M,7212
2010,57,F,6974
2010,57,M,6771
2010,58,F,6577
2010,58,M,6561
2010,59,F,6577
2010,59,M,6348
2010,60,F,6413
2010,60,M,6208
2010,61,F,6337
2010,61,M,5936
2010,62,F,6257
2010,62,M,6010
2010,63,F,6219
2010,63,M,5959
2010,64,F,5326
2010,64,M,5018
2010,65,F,4892
2010,65,M,4752
2010,66,F,4786
2010,66,M,4611
2010,67,F,4613
2010,67,M,4329
2010,68,F,4250
2010,68,M,3950
2010,69,F,4162
2010,69,M,3690
2010,70,F,3853
2010,70,M,3403
2010,71,F,3750
2010,71,M,3258
2010,72,F,3523
2010,72,M,3083
2010,73,F,3330
2010,73,M,2902
2010,74,F,3288
2010,74,M,2849
2010,75,F,3179
2010,75,M,2654
2010,76,F,2981
2010,76,M,2469
2010,77,F,3016
2010,77,M,2384
2010,78,F,2851
2010,78,M,2314
2010,79,F,2810
2010,79,M,2182
2010,80,F,2608
2010,80,M,2072
2010,81,F,2482
2010,81,M,1700
2010,82,F,2367
2010,82,M,1603
2010,83,F,2207
2010,83,M,1395
2010,84,F,2076
2010,84,M,1222
2010,85,F,1852
2010,85,M,1025
2010,86,F,1712
2010,86,M,876
2010,87,F,1577
2010,87,M,728
2010,88,F,1361
2010,88,M,663
2010,89,F,1105
2010,89,M,528
2010,90,F,983
2010,90,M,393
2010,91,F,703
2010,91,M,257
2010,92,F,581
2010,92,M,207
2010,93,F,458
2010,93,M,138
2010,94,F,354
2010,94,M,101
2010,95,F,253
2010,95,M,82
2010,96,F,187
2010,96,M,69
2010,97,F,141
2010,97,M,28
2010,98,F,86
2010,98,M,25
2010,99,F,48
2010,99,M,14
2010,100,F,96
2010,100,M,13
2010,101,F,62
2010,101,M,7
2010,102,F,45
2010,102,M,4
2010,103,F,32
2010,103,M,3
2010,104,F,20
2010,104,M,2
2010,105,F,5
2010,105,M,1
2010,106,F,4
2010,106,M,0
2010,107,F,0
2010,107,M,2
2010,108,F,1
2010,108,M,0
2010,109,F,0
2010,109,M,0
2010,110,F,0
2010,110,M,0
2011,0,F,5564
2011,0,M,5846
2011,1,F,5622
2011,1,M,5949
2011,2,F,5658
2011,2,M,6002
2011,3,F,5761
2011,3,M,5903
2011,4,F,5648
2011,4,M,5790
2011,5,F,5457
2011,5,M,5733
2011,6,F,5393
2011,6,M,5593
2011,7,F,5430
2011,7,M,5610
2011,8,F,5392
2011,8,M,5573
2011,9,F,5441
2011,9,M,5577
2011,10,F,5408
2011,10,M,5718
2011,11,F,5617
2011,11,M,5857
2011,12,F,5558
2011,12,M,6006
2011,13,F,5802
2011,13,M,6082
2011,14,F,5913
2011,14,M,6425
2011,15,F,6276
2011,15,M,6750
2011,16,F,6558
2011,16,M,6872
2011,17,F,6614
2011,17,M,6961
2011,18,F,6764
2011,18,M,7108
2011,19,F,6962
2011,19,M,7320
2011,20,F,7171
2011,20,M,7383
2011,21,F,7239
2011,21,M,7472
2011,22,F,6993
2011,22,M,7320
2011,23,F,6967
2011,23,M,6990
2011,24,F,6890
2011,24,M,7141
2011,25,F,7056
2011,25,M,7236
2011,26,F,7129
2011,26,M,7281
2011,27,F,7059
2011,27,M,7307
2011,28,F,7255
2011,28,M,7230
2011,29,F,7169
2011,29,M,7261
2011,30,F,7325
2011,30,M,7245
2011,31,F,7136
2011,31,M,7238
2011,32,F,7064
2011,32,M,6970
2011,33,F,6964
2011,33,M,6871
2011,34,F,6885
2011,34,M,6957
2011,35,F,7040
2011,35,M,6865
2011,36,F,6936
2011,36,M,6963
2011,37,F,6862
2011,37,M,6770
2011,38,F,6771
2011,38,M,6920
2011,39,F,7100
2011,39,M,6864
2011,40,F,7322
2011,40,M,7278
2011,41,F,7316
2011,41,M,7200
2011,42,F,7363
2011,42,M,7123
2011,43,F,7202
2011,43,M,7133
2011,44,F,7225
2011,44,M,7377
2011,45,F,7604
2011,45,M,7725
2011,46,F,8287
2011,46,M,8178
2011,47,F,8508
2011,47,M,8435
2011,48,F,8521
2011,48,M,8589
2011,49,F,8392
2011,49,M,8394
2011,50,F,8479
2011,50,M,8528
2011,51,F,8162
2011,51,M,8520
2011,52,F,8115
2011,52,M,8207
2011,53,F,8070
2011,53,M,7996
2011,54,F,7809
2011,54,M,7862
2011,55,F,7563
2011,55,M,7633
2011,56,F,7468
2011,56,M,7510
2011,57,F,7187
2011,57,M,7187
2011,58,F,6935
2011,58,M,6754
2011,59,F,6555
2011,59,M,6550
2011,60,F,6551
2011,60,M,6312
2011,61,F,6383
2011,61,M,6174
2011,62,F,6331
2011,62,M,5904
2011,63,F,6221
2011,63,M,5967
2011,64,F,6104
2011,64,M,5831
2011,65,F,5358
2011,65,M,5022
2011,66,F,4861
2011,66,M,4720
2011,67,F,4730
2011,67,M,4534
2011,68,F,4554
2011,68,M,4250
2011,69,F,4206
2011,69,M,3879
2011,70,F,4107
2011,70,M,3589
2011,71,F,3823
2011,71,M,3340
2011,72,F,3695
2011,72,M,3184
2011,73,F,3463
2011,73,M,3017
2011,74,F,3277
2011,74,M,2827
2011,75,F,3217
2011,75,M,2739
2011,76,F,3097
2011,76,M,2554
2011,77,F,2911
2011,77,M,2373
2011,78,F,2914
2011,78,M,2276
2011,79,F,2771
2011,79,M,2200
2011,80,F,2699
2011,80,M,2054
2011,81,F,2520
2011,81,M,1946
2011,82,F,2359
2011,82,M,1592
2011,83,F,2250
2011,83,M,1481
2011,84,F,2101
2011,84,M,1273
2011,85,F,1930
2011,85,M,1091
2011,86,F,1689
2011,86,M,901
2011,87,F,1571
2011,87,M,756
2011,88,F,1428
2011,88,M,630
2011,89,F,1200
2011,89,M,542
2011,90,F,969
2011,90,M,431
2011,91,F,850
2011,91,M,331
2011,92,F,593
2011,92,M,190
2011,93,F,488
2011,93,M,167
2011,94,F,346
2011,94,M,107
2011,95,F,273
2011,95,M,87
2011,96,F,192
2011,96,M,55
2011,97,F,135
2011,97,M,43
2011,98,F,105
2011,98,M,16
2011,99,F,69
2011,99,M,20
2011,100,F,102
2011,100,M,22
2011,101,F,67
2011,101,M,6
2011,102,F,42
2011,102,M,3
2011,103,F,24
2011,103,M,2
2011,104,F,20
2011,104,M,0
2011,105,F,14
2011,105,M,0
2011,106,F,3
2011,106,M,0
2011,107,F,3
2011,107,M,0
2011,108,F,0
2011,108,M,1
2011,109,F,1
2011,109,M,0
2011,110,F,0
2011,110,M,0
2012,0,F,5519
2012,0,M,5919
2012,1,F,5637
2012,1,M,5922
2012,2,F,5692
2012,2,M,5992
2012,3,F,5721
2012,3,M,6061
2012,4,F,5837
2012,4,M,5954
2012,5,F,5720
2012,5,M,5849
2012,6,F,5530
2012,6,M,5788
2012,7,F,5451
2012,7,M,5664
2012,8,F,5508
2012,8,M,5669
2012,9,F,5468
2012,9,M,5634
2012,10,F,5510
2012,10,M,5651
2012,11,F,5477
2012,11,M,5788
2012,12,F,5694
2012,12,M,5933
2012,13,F,5608
2012,13,M,6074
2012,14,F,5839
2012,14,M,6126
2012,15,F,5940
2012,15,M,6458
2012,16,F,6329
2012,16,M,6799
2012,17,F,6598
2012,17,M,6955
2012,18,F,6673
2012,18,M,7084
2012,19,F,6868
2012,19,M,7292
2012,20,F,7028
2012,20,M,7463
2012,21,F,7222
2012,21,M,7484
2012,22,F,7286
2012,22,M,7595
2012,23,F,7041
2012,23,M,7445
2012,24,F,7037
2012,24,M,7105
2012,25,F,6967
2012,25,M,7224
2012,26,F,7135
2012,26,M,7346
2012,27,F,7211
2012,27,M,7349
2012,28,F,7156
2012,28,M,7380
2012,29,F,7338
2012,29,M,7304
2012,30,F,7268
2012,30,M,7344
2012,31,F,7396
2012,31,M,7337
2012,32,F,7231
2012,32,M,7306
2012,33,F,7146
2012,33,M,7033
2012,34,F,7043
2012,34,M,6938
2012,35,F,6969
2012,35,M,7016
2012,36,F,7116
2012,36,M,6927
2012,37,F,7016
2012,37,M,7012
2012,38,F,6922
2012,38,M,6820
2012,39,F,6845
2012,39,M,6982
2012,40,F,7166
2012,40,M,6915
2012,41,F,7390
2012,41,M,7329
2012,42,F,7381
2012,42,M,7250
2012,43,F,7411
2012,43,M,7166
2012,44,F,7245
2012,44,M,7157
2012,45,F,7253
2012,45,M,7394
2012,46,F,7652
2012,46,M,7746
2012,47,F,8325
2012,47,M,8214
2012,48,F,8550
2012,48,M,8468
2012,49,F,8550
2012,49,M,8626
2012,50,F,8409
2012,50,M,8390
2012,51,F,8490
2012,51,M,8539
2012,52,F,8176
2012,52,M,8514
2012,53,F,8116
2012,53,M,8191
2012,54,F,8082
2012,54,M,7981
2012,55,F,7813
2012,55,M,7824
2012,56,F,7573
2012,56,M,7588
2012,57,F,7462
2012,57,M,7482
2012,58,F,7204
2012,58,M,7144
2012,59,F,6932
2012,59,M,6698
2012,60,F,6525
2012,60,M,6506
2012,61,F,6553
2012,61,M,6265
2012,62,F,6383
2012,62,M,6110
2012,63,F,6302
2012,63,M,5852
2012,64,F,6183
2012,64,M,5902
2012,65,F,6094
2012,65,M,5781
2012,66,F,5300
2012,66,M,4955
2012,67,F,4815
2012,67,M,4650
2012,68,F,4684
2012,68,M,4467
2012,69,F,4500
2012,69,M,4176
2012,70,F,4150
2012,70,M,3816
2012,71,F,4046
2012,71,M,3509
2012,72,F,3747
2012,72,M,3265
2012,73,F,3625
2012,73,M,3112
2012,74,F,3400
2012,74,M,2930
2012,75,F,3204
2012,75,M,2724
2012,76,F,3148
2012,76,M,2643
2012,77,F,3009
2012,77,M,2463
2012,78,F,2811
2012,78,M,2287
2012,79,F,2814
2012,79,M,2169
2012,80,F,2666
2012,80,M,2083
2012,81,F,2590
2012,81,M,1911
2012,82,F,2387
2012,82,M,1808
2012,83,F,2233
2012,83,M,1460
2012,84,F,2104
2012,84,M,1369
2012,85,F,1966
2012,85,M,1141
2012,86,F,1768
2012,86,M,979
2012,87,F,1557
2012,87,M,794
2012,88,F,1421
2012,88,M,662
2012,89,F,1282
2012,89,M,523
2012,90,F,1053
2012,90,M,459
2012,91,F,827
2012,91,M,360
2012,92,F,728
2012,92,M,266
2012,93,F,505
2012,93,M,144
2012,94,F,405
2012,94,M,129
2012,95,F,272
2012,95,M,72
2012,96,F,206
2012,96,M,64
2012,97,F,150
2012,97,M,36
2012,98,F,103
2012,98,M,30
2012,99,F,75
2012,99,M,9
2012,100,F,108
2012,100,M,26
2012,101,F,67
2012,101,M,12
2012,102,F,45
2012,102,M,3
2012,103,F,30
2012,103,M,2
2012,104,F,12
2012,104,M,0
2012,105,F,13
2012,105,M,0
2012,106,F,8
2012,106,M,0
2012,107,F,0
2012,107,M,0
2012,108,F,1
2012,108,M,0
2012,109,F,0
2012,109,M,1
2012,110,F,0
2012,110,M,0
2013,0,F,5627
2013,0,M,5902
2013,1,F,5611
2013,1,M,5986
2013,2,F,5693
2013,2,M,5989
2013,3,F,5742
2013,3,M,6054
