year,age,sex,n_alive
2013,4,F,5798
2013,4,M,6127
2013,5,F,5916
2013,5,M,5999
2013,6,F,5794
2013,6,M,5898
2013,7,F,5600
2013,7,M,5841
2013,8,F,5517
2013,8,M,5716
2013,9,F,5577
2013,9,M,5741
2013,10,F,5538
2013,10,M,5702
2013,11,F,5584
2013,11,M,5712
2013,12,F,5541
2013,12,M,5852
2013,13,F,5759
2013,13,M,6011
2013,14,F,5681
2013,14,M,6152
2013,15,F,5892
2013,15,M,6187
2013,16,F,6008
2013,16,M,6519
2013,17,F,6374
2013,17,M,6866
2013,18,F,6686
2013,18,M,7086
2013,19,F,6776
2013,19,M,7282
2013,20,F,6911
2013,20,M,7394
2013,21,F,7061
2013,21,M,7538
2013,22,F,7253
2013,22,M,7585
2013,23,F,7347
2013,23,M,7710
2013,24,F,7081
2013,24,M,7530
2013,25,F,7092
2013,25,M,7186
2013,26,F,7034
2013,26,M,7314
2013,27,F,7227
2013,27,M,7442
2013,28,F,7281
2013,28,M,7425
2013,29,F,7244
2013,29,M,7462
2013,30,F,7406
2013,30,M,7391
2013,31,F,7341
2013,31,M,7422
2013,32,F,7468
2013,32,M,7397
2013,33,F,7299
2013,33,M,7362
2013,34,F,7224
2013,34,M,7092
2013,35,F,7110
2013,35,M,6999
2013,36,F,7043
2013,36,M,7057
2013,37,F,7174
2013,37,M,6977
2013,38,F,7096
2013,38,M,7056
2013,39,F,6967
2013,39,M,6863
2013,40,F,6916
2013,40,M,7022
2013,41,F,7207
2013,41,M,6953
2013,42,F,7434
2013,42,M,7380
2013,43,F,7421
2013,43,M,7288
2013,44,F,7455
2013,44,M,7187
2013,45,F,7286
2013,45,M,7185
2013,46,F,7288
2013,46,M,7406
2013,47,F,7680
2013,47,M,7754
2013,48,F,8350
2013,48,M,8242
2013,49,F,8573
2013,49,M,8475
2013,50,F,8588
2013,50,M,8639
2013,51,F,8416
2013,51,M,8374
2013,52,F,8496
2013,52,M,8516
2013,53,F,8186
2013,53,M,8496
2013,54,F,8120
2013,54,M,8176
2013,55,F,8098
2013,55,M,7954
2013,56,F,7825
2013,56,M,7799
2013,57,F,7580
2013,57,M,7561
2013,58,F,7475
2013,58,M,7434
2013,59,F,7200
2013,59,M,7099
2013,60,F,6921
2013,60,M,6657
2013,61,F,6535
2013,61,M,6462
2013,62,F,6547
2013,62,M,6213
2013,63,F,6384
2013,63,M,6073
2013,64,F,6272
2013,64,M,5787
2013,65,F,6163
2013,65,M,5837
2013,66,F,6076
2013,66,M,5733
2013,67,F,5252
2013,67,M,4880
2013,68,F,4768
2013,68,M,4578
2013,69,F,4629
2013,69,M,4407
2013,70,F,4449
2013,70,M,4106
2013,71,F,4075
2013,71,M,3733
2013,72,F,3989
2013,72,M,3448
2013,73,F,3676
2013,73,M,3177
2013,74,F,3555
2013,74,M,3021
2013,75,F,3324
2013,75,M,2838
2013,76,F,3115
2013,76,M,2629
2013,77,F,3049
2013,77,M,2565
2013,78,F,2933
2013,78,M,2343
2013,79,F,2709
2013,79,M,2178
2013,80,F,2717
2013,80,M,2054
2013,81,F,2546
2013,81,M,1943
2013,82,F,2472
2013,82,M,1780
2013,83,F,2257
2013,83,M,1661
2013,84,F,2091
2013,84,M,1323
2013,85,F,1968
2013,85,M,1251
2013,86,F,1803
2013,86,M,1013
2013,87,F,1602
2013,87,M,872
2013,88,F,1395
2013,88,M,699
2013,89,F,1231
2013,89,M,564
2013,90,F,1129
2013,90,M,438
2013,91,F,904
2013,91,M,363
2013,92,F,688
2013,92,M,285
2013,93,F,593
2013,93,M,216
2013,94,F,388
2013,94,M,102
2013,95,F,315
2013,95,M,93
2013,96,F,207
2013,96,M,45
2013,97,F,155
2013,97,M,42
2013,98,F,110
2013,98,M,21
2013,99,F,76
2013,99,M,17
2013,100,F,136
2013,100,M,27
2013,101,F,74
2013,101,M,17
2013,102,F,42
2013,102,M,6
2013,103,F,31
2013,103,M,3
2013,104,F,14
2013,104,M,1
2013,105,F,6
2013,105,M,0
2013,106,F,8
2013,106,M,0
2013,107,F,5
2013,107,M,0
2013,108,F,0
2013,108,M,0
2013,109,F,0
2013,109,M,0
2013,110,F,0
2013,110,M,0
2014,0,F,5635
2014,0,M,5911
2014,1,F,5703
2014,1,M,5973
2014,2,F,5673
2014,2,M,6037
2014,3,F,5749
2014,3,M,6030
2014,4,F,5797
2014,4,M,6100
2014,5,F,5878
2014,5,M,6179
2014,6,F,5992
2014,6,M,6043
2014,7,F,5847
2014,7,M,5952
2014,8,F,5649
2014,8,M,5884
2014,9,F,5576
2014,9,M,5767
2014,10,F,5637
2014,10,M,5799
2014,11,F,5603
2014,11,M,5757
2014,12,F,5651
2014,12,M,5759
2014,13,F,5611
2014,13,M,5926
2014,14,F,5828
2014,14,M,6106
2014,15,F,5789
2014,15,M,6244
2014,16,F,5985
2014,16,M,6272
2014,17,F,6093
2014,17,M,6609
2014,18,F,6471
2014,18,M,7019
2014,19,F,6840
2014,19,M,7305
2014,20,F,6840
2014,20,M,7414
2014,21,F,6960
2014,21,M,7504
2014,22,F,7087
2014,22,M,7652
2014,23,F,7295
2014,23,M,7698
2014,24,F,7395
2014,24,M,7798
2014,25,F,7142
2014,25,M,7605
2014,26,F,7142
2014,26,M,7271
2014,27,F,7100
2014,27,M,7408
2014,28,F,7298
2014,28,M,7519
2014,29,F,7353
2014,29,M,7501
2014,30,F,7322
2014,30,M,7536
2014,31,F,7494
2014,31,M,7474
2014,32,F,7410
2014,32,M,7495
2014,33,F,7524
2014,33,M,7444
2014,34,F,7372
2014,34,M,7419
2014,35,F,7311
2014,35,M,7133
2014,36,F,7162
2014,36,M,7036
2014,37,F,7090
2014,37,M,7100
2014,38,F,7239
2014,38,M,7003
2014,39,F,7145
2014,39,M,7097
2014,40,F,7029
2014,40,M,6888
2014,41,F,6953
2014,41,M,7052
2014,42,F,7263
2014,42,M,6974
2014,43,F,7493
2014,43,M,7399
2014,44,F,7461
2014,44,M,7314
2014,45,F,7472
2014,45,M,7209
2014,46,F,7311
2014,46,M,7196
2014,47,F,7318
2014,47,M,7416
2014,48,F,7694
2014,48,M,7755
2014,49,F,8364
2014,49,M,8250
2014,50,F,8599
2014,50,M,8483
2014,51,F,8605
2014,51,M,8646
2014,52,F,8416
2014,52,M,8353
2014,53,F,8491
2014,53,M,8484
2014,54,F,8194
2014,54,M,8474
2014,55,F,8115
2014,55,M,8132
2014,56,F,8086
2014,56,M,7924
2014,57,F,7826
2014,57,M,7756
2014,58,F,7581
2014,58,M,7528
2014,59,F,7467
2014,59,M,7394
2014,60,F,7202
2014,60,M,7046
2014,61,F,6919
2014,61,M,6620
2014,62,F,6528
2014,62,M,6410
2014,63,F,6539
2014,63,M,6146
2014,64,F,6351
2014,64,M,6016
2014,65,F,6246
2014,65,M,5710
2014,66,F,6136
2014,66,M,5758
2014,67,F,6055
2014,67,M,5670
2014,68,F,5193
2014,68,M,4767
2014,69,F,4702
2014,69,M,4491
2014,70,F,4571
2014,70,M,4318
2014,71,F,4384
2014,71,M,4030
2014,72,F,4012
2014,72,M,3654
2014,73,F,3911
2014,73,M,3350
2014,74,F,3594
2014,74,M,3081
2014,75,F,3482
2014,75,M,2942
2014,76,F,3241
2014,76,M,2739
2014,77,F,3021
2014,77,M,2521
2014,78,F,2956
2014,78,M,2454
2014,79,F,2833
2014,79,M,2227
2014,80,F,2612
2014,80,M,2074
2014,81,F,2590
2014,81,M,1921
2014,82,F,2426
2014,82,M,1817
2014,83,F,2333
2014,83,M,1667
2014,84,F,2111
2014,84,M,1538
2014,85,F,1953
2014,85,M,1173
2014,86,F,1813
2014,86,M,1100
2014,87,F,1669
2014,87,M,901
2014,88,F,1437
2014,88,M,779
2014,89,F,1243
2014,89,M,617
2014,90,F,1071
2014,90,M,473
2014,91,F,978
2014,91,M,364
2014,92,F,768
2014,92,M,289
2014,93,F,579
2014,93,M,237
2014,94,F,479
2014,94,M,163
2014,95,F,301
2014,95,M,79
2014,96,F,249
2014,96,M,69
2014,97,F,149
2014,97,M,37
2014,98,F,122
2014,98,M,32
2014,99,F,77
2014,99,M,12
2014,100,F,138
2014,100,M,15
2014,101,F,95
2014,101,M,17
2014,102,F,46
2014,102,M,10
2014,103,F,32
2014,103,M,3
2014,104,F,24
2014,104,M,2
2014,105,F,5
2014,105,M,1
2014,106,F,2
2014,106,M,0
2014,107,F,3
2014,107,M,0
2014,108,F,3
2014,108,M,0
2014,109,F,0
2014,109,M,0
2014,110,F,0
2014,110,M,0
2015,0,F,5583
2015,0,M,6002
2015,1,F,5691
2015,1,M,5967
2015,2,F,5763
2015,2,M,6029
2015,3,F,5729
2015,3,M,6087
2015,4,F,5796
2015,4,M,6072
2015,5,F,5862
2015,5,M,6169
2015,6,F,5964
2015,6,M,6233
2015,7,F,6064
2015,7,M,6087
2015,8,F,5901
2015,8,M,5998
2015,9,F,5697
2015,9,M,5923
2015,10,F,5642
2015,10,M,5813
2015,11,F,5707
2015,11,M,5851
2015,12,F,5658
2015,12,M,5825
2015,13,F,5733
2015,13,M,5828
2015,14,F,5687
2015,14,M,6013
2015,15,F,5930
2015,15,M,6223
2015,16,F,5924
2015,16,M,6376
2015,17,F,6067
2015,17,M,6399
2015,18,F,6206
2015,18,M,6765
2015,19,F,6621
2015,19,M,7241
2015,20,F,6894
2015,20,M,7413
2015,21,F,6852
2015,21,M,7455
2015,22,F,6944
2015,22,M,7530
2015,23,F,7086
2015,23,M,7697
2015,24,F,7292
2015,24,M,7746
2015,25,F,7396
2015,25,M,7820
2015,26,F,7141
2015,26,M,7607
2015,27,F,7160
2015,27,M,7294
2015,28,F,7127
2015,28,M,7435
2015,29,F,7334
2015,29,M,7554
2015,30,F,7382
2015,30,M,7553
2015,31,F,7350
2015,31,M,7556
2015,32,F,7527
2015,32,M,7484
2015,33,F,7437
2015,33,M,7514
2015,34,F,7545
2015,34,M,7448
2015,35,F,7423
2015,35,M,7422
2015,36,F,7338
2015,36,M,7138
2015,37,F,7198
2015,37,M,7025
2015,38,F,7107
2015,38,M,7102
2015,39,F,7272
2015,39,M,7000
2015,40,F,7180
2015,40,M,7105
2015,41,F,7052
2015,41,M,6888
2015,42,F,6994
2015,42,M,7051
2015,43,F,7279
2015,43,M,6974
2015,44,F,7515
2015,44,M,7412
2015,45,F,7501
2015,45,M,7319
2015,46,F,7495
2015,46,M,7207
2015,47,F,7338
2015,47,M,7185
2015,48,F,7331
2015,48,M,7400
2015,49,F,7705
2015,49,M,7747
2015,50,F,8374
2015,50,M,8238
2015,51,F,8608
2015,51,M,8468
2015,52,F,8616
2015,52,M,8627
2015,53,F,8413
2015,53,M,8313
2015,54,F,8491
2015,54,M,8447
2015,55,F,8190
2015,55,M,8429
2015,56,F,8102
2015,56,M,8085
2015,57,F,8077
2015,57,M,7891
2015,58,F,7821
2015,58,M,7713
2015,59,F,7572
2015,59,M,7463
2015,60,F,7462
2015,60,M,7343
2015,61,F,7197
2015,61,M,6994
2015,62,F,6907
2015,62,M,6554
2015,63,F,6502
2015,63,M,6334
2015,64,F,6508
2015,64,M,6072
2015,65,F,6300
2015,65,M,5945
2015,66,F,6196
2015,66,M,5629
2015,67,F,6065
2015,67,M,5674
2015,68,F,5992
2015,68,M,5592
2015,69,F,5112
2015,69,M,4680
2015,70,F,4626
2015,70,M,4399
2015,71,F,4500
2015,71,M,4249
2015,72,F,4305
2015,72,M,3928
2015,73,F,3942
2015,73,M,3559
2015,74,F,3835
2015,74,M,3252
2015,75,F,3508
2015,75,M,2975
2015,76,F,3393
2015,76,M,2846
2015,77,F,3141
2015,77,M,2617
2015,78,F,2907
2015,78,M,2402
2015,79,F,2834
2015,79,M,2355
2015,80,F,2714
2015,80,M,2095
2015,81,F,2485
2015,81,M,1945
2015,82,F,2462
2015,82,M,1818
2015,83,F,2297
2015,83,M,1694
2015,84,F,2177
2015,84,M,1538
2015,85,F,1964
2015,85,M,1399
2015,86,F,1800
2015,86,M,1036
2015,87,F,1663
2015,87,M,965
2015,88,F,1513
2015,88,M,774
2015,89,F,1257
2015,89,M,678
2015,90,F,1080
2015,90,M,514
2015,91,F,900
2015,91,M,387
2015,92,F,834
2015,92,M,279
2015,93,F,624
2015,93,M,222
2015,94,F,469
2015,94,M,187
2015,95,F,380
2015,95,M,123
2015,96,F,231
2015,96,M,49
2015,97,F,185
2015,97,M,43
2015,98,F,100
2015,98,M,19
2015,99,F,85
2015,99,M,22
2015,100,F,137
2015,100,M,20
2015,101,F,100
2015,101,M,10
2015,102,F,74
2015,102,M,10
2015,103,F,31
2015,103,M,6
2015,104,F,20
2015,104,M,3
2015,105,F,16
2015,105,M,2
2015,106,F,1
2015,106,M,0
2015,107,F,1
2015,107,M,0
2015,108,F,1
2015,108,M,0
2015,109,F,2
2015,109,M,0
2015,110,F,0
2015,110,M,0
2016,0,F,5676
2016,0,M,5933
2016,1,F,5672
2016,1,M,6079
2016,2,F,5782
2016,2,M,6040
2016,3,F,5846
2016,3,M,6103
2016,4,F,5807
2016,4,M,6182
2016,5,F,5889
2016,5,M,6169
2016,6,F,5958
2016,6,M,6258
2016,7,F,6055
2016,7,M,6303
2016,8,F,6140
2016,8,M,6138
2016,9,F,5985
2016,9,M,6069
2016,10,F,5774
2016,10,M,6004
2016,11,F,5734
2016,11,M,5908
2016,12,F,5765
2016,12,M,5907
2016,13,F,5757
2016,13,M,5913
2016,14,F,5834
2016,14,M,5932
2016,15,F,5829
2016,15,M,6124
2016,16,F,6086
2016,16,M,6348
2016,17,F,6080
2016,17,M,6546
2016,18,F,6242
2016,18,M,6635
2016,19,F,6454
2016,19,M,7071
2016,20,F,6725
2016,20,M,7400
2016,21,F,6990
2016,21,M,7523
2016,22,F,6908
2016,22,M,7547
2016,23,F,7007
2016,23,M,7660
2016,24,F,7155
2016,24,M,7809
2016,25,F,7371
2016,25,M,7810
2016,26,F,7441
2016,26,M,7912
2016,27,F,7231
2016,27,M,7699
2016,28,F,7307
2016,28,M,7447
2016,29,F,7242
2016,29,M,7561
2016,30,F,7439
2016,30,M,7647
2016,31,F,7471
2016,31,M,7644
2016,32,F,7433
2016,32,M,7646
2016,33,F,7593
2016,33,M,7562
2016,34,F,7544
2016,34,M,7619
2016,35,F,7592
2016,35,M,7468
2016,36,F,7485
2016,36,M,7459
2016,37,F,7399
2016,37,M,7170
2016,38,F,7269
2016,38,M,7078
2016,39,F,7153
2016,39,M,7152
2016,40,F,7311
2016,40,M,7022
2016,41,F,7206
2016,41,M,7107
2016,42,F,7098
2016,42,M,6942
2016,43,F,7040
2016,43,M,7075
2016,44,F,7330
2016,44,M,7007
2016,45,F,7502
2016,45,M,7384
2016,46,F,7529
2016,46,M,7327
2016,47,F,7511
2016,47,M,7211
2016,48,F,7370
2016,48,M,7197
2016,49,F,7381
2016,49,M,7438
2016,50,F,7739
2016,50,M,7751
2016,51,F,8347
2016,51,M,8197
2016,52,F,8587
2016,52,M,8446
2016,53,F,8602
2016,53,M,8571
2016,54,F,8432
2016,54,M,8309
2016,55,F,8457
2016,55,M,8390
2016,56,F,8177
2016,56,M,8384
2016,57,F,8105
2016,57,M,8052
2016,58,F,8058
2016,58,M,7828
2016,59,F,7802
2016,59,M,7669
2016,60,F,7574
2016,60,M,7417
2016,61,F,7428
2016,61,M,7270
2016,62,F,7187
2016,62,M,6926
2016,63,F,6880
2016,63,M,6489
2016,64,F,6500
2016,64,M,6297
2016,65,F,6460
2016,65,M,5997
2016,66,F,6268
2016,66,M,5878
2016,67,F,6172
2016,67,M,5576
2016,68,F,6011
2016,68,M,5570
2016,69,F,5840
2016,69,M,5416
2016,70,F,5111
2016,70,M,4644
2016,71,F,4582
2016,71,M,4329
2016,72,F,4419
2016,72,M,4148
2016,73,F,4219
2016,73,M,3837
2016,74,F,3888
2016,74,M,3458
2016,75,F,3749
2016,75,M,3149
2016,76,F,3417
2016,76,M,2894
2016,77,F,3307
2016,77,M,2741
2016,78,F,3058
2016,78,M,2509
2016,79,F,2808
2016,79,M,2298
2016,80,F,2719
2016,80,M,2245
2016,81,F,2609
2016,81,M,1979
2016,82,F,2381
2016,82,M,1824
2016,83,F,2316
2016,83,M,1678
2016,84,F,2172
2016,84,M,1575
2016,85,F,2032
2016,85,M,1388
2016,86,F,1825
2016,86,M,1262
2016,87,F,1651
2016,87,M,926
2016,88,F,1516
2016,88,M,866
2016,89,F,1343
2016,89,M,680
2016,90,F,1089
2016,90,M,588
2016,91,F,953
2016,91,M,424
2016,92,F,781
2016,92,M,316
2016,93,F,695
2016,93,M,227
2016,94,F,510
2016,94,M,177
2016,95,F,391
2016,95,M,143
2016,96,F,287
2016,96,M,87
2016,97,F,178
2016,97,M,33
2016,98,F,150
2016,98,M,30
2016,99,F,72
2016,99,M,13
2016,100,F,161
2016,100,M,31
2016,101,F,97
2016,101,M,10
2016,102,F,63
2016,102,M,7
2016,103,F,41
2016,103,M,5
2016,104,F,18
2016,104,M,1
2016,105,F,8
2016,105,M,3
2016,106,F,9
2016,106,M,1
2016,107,F,0
2016,107,M,0
2016,108,F,0
2016,108,M,0
2016,109,F,1
2016,109,M,0
2016,110,F,0
2016,110,M,0
2017,0,F,5568
2017,0,M,5926
2017,1,F,5739
2017,1,M,5995
2017,2,F,5717
2017,2,M,6137
2017,3,F,5845
2017,3,M,6088
2017,4,F,5918
2017,4,M,6165
2017,5,F,5864
2017,5,M,6249
2017,6,F,5946
2017,6,M,6245
2017,7,F,6003
2017,7,M,6332
2017,8,F,6096
2017,8,M,6359
2017,9,F,6194
2017,9,M,6183
2017,10,F,6038
2017,10,M,6124
2017,11,F,5825
2017,11,M,6054
2017,12,F,5775
2017,12,M,5965
2017,13,F,5814
2017,13,M,5975
2017,14,F,5814
2017,14,M,5983
2017,15,F,5915
2017,15,M,6025
2017,16,F,5959
2017,16,M,6248
2017,17,F,6234
2017,17,M,6514
2017,18,F,6318
2017,18,M,6805
2017,19,F,6626
2017,19,M,7075
2017,20,F,6685
2017,20,M,7354
2017,21,F,6915
2017,21,M,7586
2017,22,F,7136
2017,22,M,7716
2017,23,F,7078
2017,23,M,7742
2017,24,F,7169
2017,24,M,7839
2017,25,F,7312
2017,25,M,7927
2017,26,F,7536
2017,26,M,7931
2017,27,F,7610
2017,27,M,8005
2017,28,F,7369
2017,28,M,7789
2017,29,F,7473
2017,29,M,7563
2017,30,F,7366
2017,30,M,7660
2017,31,F,7565
2017,31,M,7752
2017,32,F,7585
2017,32,M,7749
2017,33,F,7538
2017,33,M,7763
2017,34,F,7681
2017,34,M,7651
2017,35,F,7630
2017,35,M,7700
2017,36,F,7663
2017,36,M,7533
2017,37,F,7555
2017,37,M,7519
2017,38,F,7454
2017,38,M,7227
2017,39,F,7307
2017,39,M,7135
2017,40,F,7212
2017,40,M,7200
2017,41,F,7341
2017,41,M,7075
2017,42,F,7230
2017,42,M,7123
2017,43,F,7131
2017,43,M,6969
2017,44,F,7055
2017,44,M,7098
2017,45,F,7345
2017,45,M,7021
2017,46,F,7519
2017,46,M,7401
2017,47,F,7543
2017,47,M,7324
2017,48,F,7520
2017,48,M,7207
2017,49,F,7366
2017,49,M,7188
2017,50,F,7370
2017,50,M,7425
2017,51,F,7737
2017,51,M,7728
2017,52,F,8334
2017,52,M,8175
2017,53,F,8568
2017,53,M,8405
2017,54,F,8592
2017,54,M,8532
2017,55,F,8409
2017,55,M,8269
2017,56,F,8435
2017,56,M,8348
2017,57,F,8159
2017,57,M,8350
2017,58,F,8085
2017,58,M,8002
2017,59,F,8038
2017,59,M,7771
2017,60,F,7788
2017,60,M,7618
2017,61,F,7551
2017,61,M,7365
2017,62,F,7405
2017,62,M,7215
2017,63,F,7146
2017,63,M,6867
2017,64,F,6840
2017,64,M,6430
2017,65,F,6467
2017,65,M,6218
2017,66,F,6439
2017,66,M,5942
2017,67,F,6235
2017,67,M,5816
2017,68,F,6115
2017,68,M,5512
2017,69,F,5979
2017,69,M,5479
2017,70,F,5795
2017,70,M,5322
2017,71,F,5054
2017,71,M,4572
2017,72,F,4539
2017,72,M,4242
2017,73,F,4355
2017,73,M,4060
2017,74,F,4147
2017,74,M,3760
2017,75,F,3824
2017,75,M,3387
2017,76,F,3668
2017,76,M,3053
2017,77,F,3334
2017,77,M,2811
2017,78,F,3219
2017,78,M,2628
2017,79,F,2974
2017,79,M,2387
2017,80,F,2707
2017,80,M,2178
2017,81,F,2620
2017,81,M,2109
2017,82,F,2500
2017,82,M,1866
2017,83,F,2256
2017,83,M,1701
2017,84,F,2192
2017,84,M,1564
2017,85,F,2024
2017,85,M,1430
2017,86,F,1875
2017,86,M,1225
2017,87,F,1667
2017,87,M,1098
2017,88,F,1504
2017,88,M,812
2017,89,F,1347
2017,89,M,735
2017,90,F,1178
2017,90,M,584
2017,91,F,931
2017,91,M,486
2017,92,F,825
2017,92,M,343
2017,93,F,632
2017,93,M,252
2017,94,F,536
2017,94,M,163
2017,95,F,404
2017,95,M,132
2017,96,F,289
2017,96,M,103
2017,97,F,196
2017,97,M,66
2017,98,F,134
2017,98,M,26
2017,99,F,100
2017,99,M,20
2017,100,F,142
2017,100,M,24
2017,101,F,110
2017,101,M,19
2017,102,F,71
2017,102,M,4
2017,103,F,43
2017,103,M,3
2017,104,F,25
2017,104,M,5
2017,105,F,12
2017,105,M,1
2017,106,F,7
2017,106,M,3
2017,107,F,5
2017,107,M,0
2017,108,F,0
2017,108,M,0
2017,109,F,0
2017,109,M,0
2017,110,F,0
2017,110,M,0
2018,0,F,5522
2018,0,M,5880
2018,1,F,5645
2018,1,M,6024
2018,2,F,5806
2018,2,M,6077
2018,3,F,5779
2018,3,M,6214
2018,4,F,5923
2018,4,M,6161
2018,5,F,5995
2018,5,M,6250
2018,6,F,5935
2018,6,M,6331
2018,7,F,6023
2018,7,M,6331
2018,8,F,6075
2018,8,M,6410
2018,9,F,6154
2018,9,M,6425
2018,10,F,6258
2018,10,M,6247
2018,11,F,6095
2018,11,M,6174
2018,12,F,5874
2018,12,M,6105
2018,13,F,5844
2018,13,M,6022
2018,14,F,5897
2018,14,M,6051
2018,15,F,5912
2018,15,M,6074
2018,16,F,6047
2018,16,M,6156
2018,17,F,6126
2018,17,M,6430
2018,18,F,6533
2018,18,M,6853
2018,19,F,6750
2018,19,M,7403
2018,20,F,6911
2018,20,M,7442
2018,21,F,6876
2018,21,M,7612
2018,22,F,7074
2018,22,M,7816
2018,23,F,7335
2018,23,M,7986
2018,24,F,7266
2018,24,M,7957
2018,25,F,7360
2018,25,M,8025
2018,26,F,7502
2018,26,M,8088
2018,27,F,7730
2018,27,M,8115
2018,28,F,7774
2018,28,M,8183
2018,29,F,7560
2018,29,M,7939
2018,30,F,7673
2018,30,M,7731
2018,31,F,7526
2018,31,M,7807
2018,32,F,7734
2018,32,M,7892
2018,33,F,7715
2018,33,M,7892
2018,34,F,7681
2018,34,M,7903
2018,35,F,7796
2018,35,M,7802
2018,36,F,7742
2018,36,M,7842
2018,37,F,7750
2018,37,M,7645
2018,38,F,7638
2018,38,M,7596
2018,39,F,7526
2018,39,M,7301
2018,40,F,7373
2018,40,M,7198
2018,41,F,7260
2018,41,M,7281
2018,42,F,7380
2018,42,M,7131
2018,43,F,7249
2018,43,M,7185
2018,44,F,7161
2018,44,M,7002
2018,45,F,7073
2018,45,M,7124
2018,46,F,7370
2018,46,M,7054
2018,47,F,7538
2018,47,M,7417
2018,48,F,7557
2018,48,M,7337
2018,49,F,7525
2018,49,M,7213
2018,50,F,7357
2018,50,M,7182
2018,51,F,7364
2018,51,M,7419
2018,52,F,7740
2018,52,M,7704
2018,53,F,8325
2018,53,M,8135
2018,54,F,8556
2018,54,M,8381
2018,55,F,8575
2018,55,M,8508
2018,56,F,8397
2018,56,M,8243
2018,57,F,8397
2018,57,M,8302
2018,58,F,8146
2018,58,M,8310
2018,59,F,8066
2018,59,M,7960
2018,60,F,8013
2018,60,M,7703
2018,61,F,7760
2018,61,M,7560
2018,62,F,7526
2018,62,M,7303
2018,63,F,7385
2018,63,M,7149
2018,64,F,7114
2018,64,M,6798
2018,65,F,6797
2018,65,M,6368
2018,66,F,6408
2018,66,M,6145
2018,67,F,6399
2018,67,M,5866
2018,68,F,6189
2018,68,M,5749
2018,69,F,6062
2018,69,M,5415
2018,70,F,5925
2018,70,M,5399
2018,71,F,5744
2018,71,M,5238
2018,72,F,4978
2018,72,M,4462
2018,73,F,4466
2018,73,M,4126
2018,74,F,4291
2018,74,M,3952
2018,75,F,4082
2018,75,M,3649
2018,76,F,3753
2018,76,M,3285
2018,77,F,3585
2018,77,M,2948
2018,78,F,3236
2018,78,M,2692
2018,79,F,3106
2018,79,M,2512
2018,80,F,2867
2018,80,M,2272
2018,81,F,2623
2018,81,M,2064
2018,82,F,2521
2018,82,M,1951
2018,83,F,2369
2018,83,M,1713
2018,84,F,2143
2018,84,M,1563
2018,85,F,2047
2018,85,M,1423
2018,86,F,1883
2018,86,M,1283
2018,87,F,1698
2018,87,M,1084
2018,88,F,1507
2018,88,M,970
2018,89,F,1339
2018,89,M,701
2018,90,F,1188
2018,90,M,620
2018,91,F,1022
2018,91,M,478
2018,92,F,787
2018,92,M,378
2018,93,F,692
2018,93,M,278
2018,94,F,515
2018,94,M,197
2018,95,F,420
2018,95,M,120
2018,96,F,307
2018,96,M,89
2018,97,F,227
2018,97,M,72
2018,98,F,139
2018,98,M,42
2018,99,F,97
2018,99,M,13
2018,100,F,159
2018,100,M,33
2018,101,F,100
2018,101,M,19
2018,102,F,80
2018,102,M,9
2018,103,F,40
2018,103,M,2
2018,104,F,24
2018,104,M,1
2018,105,F,17
2018,105,M,1
2018,106,F,6
2018,106,M,0
2018,107,F,5
2018,107,M,2
2018,108,F,2
2018,108,M,0
2018,109,F,0
2018,109,M,0
2018,110,F,0
2018,110,M,0
2019,0,F,5601
2019,0,M,5680
2019,1,F,5593
2019,1,M,5966
2019,2,F,5710
2019,2,M,6090
2019,3,F,5890
