year,age,sex,n_alive
2019,3,M,6152
2019,4,F,5846
2019,4,M,6300
2019,5,F,6006
2019,5,M,6247
2019,6,F,6083
2019,6,M,6341
2019,7,F,6007
2019,7,M,6416
2019,8,F,6100
2019,8,M,6398
2019,9,F,6151
2019,9,M,6489
2019,10,F,6214
2019,10,M,6490
2019,11,F,6311
2019,11,M,6309
2019,12,F,6140
2019,12,M,6236
2019,13,F,5925
2019,13,M,6162
2019,14,F,5904
2019,14,M,6099
2019,15,F,5995
2019,15,M,6137
2019,16,F,6050
2019,16,M,6206
2019,17,F,6210
2019,17,M,6319
2019,18,F,6429
2019,18,M,6770
2019,19,F,7012
2019,19,M,7377
2019,20,F,7017
2019,20,M,7700
2019,21,F,7080
2019,21,M,7689
2019,22,F,7063
2019,22,M,7834
2019,23,F,7291
2019,23,M,8066
2019,24,F,7520
2019,24,M,8219
2019,25,F,7478
2019,25,M,8147
2019,26,F,7559
2019,26,M,8194
2019,27,F,7706
2019,27,M,8241
2019,28,F,7919
2019,28,M,8289
2019,29,F,7977
2019,29,M,8386
2019,30,F,7777
2019,30,M,8118
2019,31,F,7876
2019,31,M,7886
2019,32,F,7684
2019,32,M,7952
2019,33,F,7886
2019,33,M,8053
2019,34,F,7865
2019,34,M,8043
2019,35,F,7798
2019,35,M,8064
2019,36,F,7906
2019,36,M,7942
2019,37,F,7848
2019,37,M,7965
2019,38,F,7838
2019,38,M,7748
2019,39,F,7711
2019,39,M,7690
2019,40,F,7593
2019,40,M,7379
2019,41,F,7422
2019,41,M,7278
2019,42,F,7328
2019,42,M,7332
2019,43,F,7432
2019,43,M,7186
2019,44,F,7282
2019,44,M,7223
2019,45,F,7181
2019,45,M,7052
2019,46,F,7096
2019,46,M,7158
2019,47,F,7380
2019,47,M,7076
2019,48,F,7546
2019,48,M,7438
2019,49,F,7562
2019,49,M,7358
2019,50,F,7535
2019,50,M,7206
2019,51,F,7365
2019,51,M,7186
2019,52,F,7367
2019,52,M,7402
2019,53,F,7744
2019,53,M,7687
2019,54,F,8309
2019,54,M,8116
2019,55,F,8549
2019,55,M,8361
2019,56,F,8561
2019,56,M,8478
2019,57,F,8386
2019,57,M,8196
2019,58,F,8381
2019,58,M,8269
2019,59,F,8138
2019,59,M,8250
2019,60,F,8064
2019,60,M,7906
2019,61,F,7990
2019,61,M,7647
2019,62,F,7741
2019,62,M,7510
2019,63,F,7499
2019,63,M,7242
2019,64,F,7358
2019,64,M,7106
2019,65,F,7085
2019,65,M,6729
2019,66,F,6766
2019,66,M,6288
2019,67,F,6387
2019,67,M,6077
2019,68,F,6354
2019,68,M,5790
2019,69,F,6143
2019,69,M,5664
2019,70,F,6026
2019,70,M,5317
2019,71,F,5867
2019,71,M,5306
2019,72,F,5658
2019,72,M,5163
2019,73,F,4914
2019,73,M,4340
2019,74,F,4398
2019,74,M,4040
2019,75,F,4207
2019,75,M,3836
2019,76,F,4017
2019,76,M,3540
2019,77,F,3671
2019,77,M,3190
2019,78,F,3479
2019,78,M,2830
2019,79,F,3156
2019,79,M,2587
2019,80,F,3001
2019,80,M,2388
2019,81,F,2762
2019,81,M,2146
2019,82,F,2516
2019,82,M,1950
2019,83,F,2406
2019,83,M,1842
2019,84,F,2248
2019,84,M,1568
2019,85,F,2030
2019,85,M,1426
2019,86,F,1913
2019,86,M,1293
2019,87,F,1737
2019,87,M,1147
2019,88,F,1552
2019,88,M,960
2019,89,F,1359
2019,89,M,828
2019,90,F,1179
2019,90,M,599
2019,91,F,1049
2019,91,M,512
2019,92,F,882
2019,92,M,401
2019,93,F,667
2019,93,M,307
2019,94,F,570
2019,94,M,231
2019,95,F,406
2019,95,M,159
2019,96,F,330
2019,96,M,82
2019,97,F,239
2019,97,M,57
2019,98,F,165
2019,98,M,49
2019,99,F,105
2019,99,M,30
2019,100,F,192
2019,100,M,25
2019,101,F,109
2019,101,M,22
2019,102,F,72
2019,102,M,13
2019,103,F,51
2019,103,M,5
2019,104,F,28
2019,104,M,1
2019,105,F,9
2019,105,M,0
2019,106,F,12
2019,106,M,0
2019,107,F,4
2019,107,M,0
2019,108,F,3
2019,108,M,0
2019,109,F,2
2019,109,M,0
2019,110,F,0
2019,110,M,0
2020,0,F,5420
2020,0,M,5763
2020,1,F,5687
2020,1,M,5764
2020,2,F,5649
2020,2,M,6022
2020,3,F,5773
2020,3,M,6171
2020,4,F,5963
2020,4,M,6247
2020,5,F,5909
2020,5,M,6388
2020,6,F,6076
2020,6,M,6332
2020,7,F,6144
2020,7,M,6423
2020,8,F,6085
2020,8,M,6489
2020,9,F,6181
2020,9,M,6479
2020,10,F,6186
2020,10,M,6542
2020,11,F,6270
2020,11,M,6545
2020,12,F,6364
2020,12,M,6366
2020,13,F,6193
2020,13,M,6285
2020,14,F,5988
2020,14,M,6226
2020,15,F,5987
2020,15,M,6180
2020,16,F,6091
2020,16,M,6245
2020,17,F,6148
2020,17,M,6320
2020,18,F,6442
2020,18,M,6565
2020,19,F,6873
2020,19,M,7288
2020,20,F,7204
2020,20,M,7679
2020,21,F,7099
2020,21,M,7812
2020,22,F,7159
2020,22,M,7807
2020,23,F,7199
2020,23,M,8009
2020,24,F,7447
2020,24,M,8196
2020,25,F,7664
2020,25,M,8320
2020,26,F,7635
2020,26,M,8233
2020,27,F,7716
2020,27,M,8300
2020,28,F,7874
2020,28,M,8360
2020,29,F,8097
2020,29,M,8416
2020,30,F,8127
2020,30,M,8527
2020,31,F,7940
2020,31,M,8259
2020,32,F,8018
2020,32,M,8016
2020,33,F,7827
2020,33,M,8084
2020,34,F,8035
2020,34,M,8159
2020,35,F,7989
2020,35,M,8144
2020,36,F,7891
2020,36,M,8171
2020,37,F,7973
2020,37,M,8037
2020,38,F,7943
2020,38,M,8055
2020,39,F,7914
2020,39,M,7837
2020,40,F,7793
2020,40,M,7740
2020,41,F,7647
2020,41,M,7442
2020,42,F,7475
2020,42,M,7320
2020,43,F,7381
2020,43,M,7367
2020,44,F,7458
2020,44,M,7207
2020,45,F,7307
2020,45,M,7255
2020,46,F,7213
2020,46,M,7077
2020,47,F,7119
2020,47,M,7161
2020,48,F,7396
2020,48,M,7077
2020,49,F,7559
2020,49,M,7434
2020,50,F,7570
2020,50,M,7349
2020,51,F,7540
2020,51,M,7188
2020,52,F,7365
2020,52,M,7174
2020,53,F,7356
2020,53,M,7370
2020,54,F,7741
2020,54,M,7658
2020,55,F,8299
2020,55,M,8086
2020,56,F,8543
2020,56,M,8315
2020,57,F,8552
2020,57,M,8437
2020,58,F,8366
2020,58,M,8134
2020,59,F,8362
2020,59,M,8223
2020,60,F,8110
2020,60,M,8198
2020,61,F,8038
2020,61,M,7852
2020,62,F,7976
2020,62,M,7606
2020,63,F,7716
2020,63,M,7434
2020,64,F,7455
2020,64,M,7166
2020,65,F,7319
2020,65,M,7050
2020,66,F,7036
2020,66,M,6656
2020,67,F,6705
2020,67,M,6218
2020,68,F,6350
2020,68,M,5986
2020,69,F,6304
2020,69,M,5702
2020,70,F,6076
2020,70,M,5585
2020,71,F,5963
2020,71,M,5200
2020,72,F,5791
2020,72,M,5203
2020,73,F,5595
2020,73,M,5038
2020,74,F,4836
2020,74,M,4206
2020,75,F,4318
2020,75,M,3927
2020,76,F,4120
2020,76,M,3698
2020,77,F,3927
2020,77,M,3412
2020,78,F,3567
2020,78,M,3079
2020,79,F,3382
2020,79,M,2706
2020,80,F,3033
2020,80,M,2462
2020,81,F,2895
2020,81,M,2232
2020,82,F,2645
2020,82,M,2008
2020,83,F,2395
2020,83,M,1806
2020,84,F,2269
2020,84,M,1692
2020,85,F,2135
2020,85,M,1414
2020,86,F,1883
2020,86,M,1303
2020,87,F,1769
2020,87,M,1154
2020,88,F,1558
2020,88,M,974
2020,89,F,1391
2020,89,M,814
2020,90,F,1213
2020,90,M,677
2020,91,F,1011
2020,91,M,494
2020,92,F,875
2020,92,M,411
2020,93,F,734
2020,93,M,318
2020,94,F,533
2020,94,M,243
2020,95,F,443
2020,95,M,172
2020,96,F,319
2020,96,M,118
2020,97,F,243
2020,97,M,59
2020,98,F,166
2020,98,M,42
2020,99,F,114
2020,99,M,32
2020,100,F,200
2020,100,M,42
2020,101,F,129
2020,101,M,21
2020,102,F,74
2020,102,M,13
2020,103,F,48
2020,103,M,8
2020,104,F,30
2020,104,M,4
2020,105,F,16
2020,105,M,0
2020,106,F,7
2020,106,M,0
2020,107,F,7
2020,107,M,0
2020,108,F,2
2020,108,M,0
2020,109,F,1
2020,109,M,0
2020,110,F,0
2020,110,M,0
2021,0,F,5354
2021,0,M,5497
2021,1,F,5709
2021,1,M,6087
2021,2,F,5913
2021,2,M,6011
2021,3,F,5809
2021,3,M,6241
2021,4,F,5881
2021,4,M,6279
2021,5,F,6012
2021,5,M,6300
2021,6,F,5957
2021,6,M,6444
2021,7,F,6117
2021,7,M,6376
2021,8,F,6191
2021,8,M,6465
2021,9,F,6116
2021,9,M,6537
2021,10,F,6221
2021,10,M,6519
2021,11,F,6207
2021,11,M,6583
2021,12,F,6303
2021,12,M,6584
2021,13,F,6405
2021,13,M,6420
2021,14,F,6279
2021,14,M,6383
2021,15,F,6122
2021,15,M,6348
2021,16,F,6126
2021,16,M,6366
2021,17,F,6328
2021,17,M,6524
2021,18,F,6519
2021,18,M,6776
2021,19,F,6789
2021,19,M,7007
2021,20,F,6914
2021,20,M,7383
2021,21,F,7201
2021,21,M,7670
2021,22,F,7170
2021,22,M,7873
2021,23,F,7219
2021,23,M,7799
2021,24,F,7210
2021,24,M,8001
2021,25,F,7444
2021,25,M,8182
2021,26,F,7658
2021,26,M,8310
2021,27,F,7632
2021,27,M,8226
2021,28,F,7711
2021,28,M,8289
2021,29,F,7868
2021,29,M,8351
2021,30,F,8094
2021,30,M,8405
2021,31,F,8123
2021,31,M,8515
2021,32,F,7938
2021,32,M,8251
2021,33,F,8015
2021,33,M,7999
2021,34,F,7822
2021,34,M,8070
2021,35,F,8033
2021,35,M,8153
2021,36,F,7982
2021,36,M,8131
2021,37,F,7887
2021,37,M,8161
2021,38,F,7969
2021,38,M,8026
2021,39,F,7942
2021,39,M,8047
2021,40,F,7921
2021,40,M,7825
2021,41,F,7795
2021,41,M,7730
2021,42,F,7679
2021,42,M,7438
2021,43,F,7496
2021,43,M,7321
2021,44,F,7391
2021,44,M,7355
2021,45,F,7474
2021,45,M,7203
2021,46,F,7322
2021,46,M,7259
2021,47,F,7219
2021,47,M,7074
2021,48,F,7121
2021,48,M,7143
2021,49,F,7393
2021,49,M,7062
2021,50,F,7554
2021,50,M,7407
2021,51,F,7559
2021,51,M,7311
2021,52,F,7535
2021,52,M,7161
2021,53,F,7357
2021,53,M,7157
2021,54,F,7329
2021,54,M,7352
2021,55,F,7727
2021,55,M,7616
2021,56,F,8273
2021,56,M,8048
2021,57,F,8528
2021,57,M,8278
2021,58,F,8530
2021,58,M,8389
2021,59,F,8337
2021,59,M,8089
2021,60,F,8346
2021,60,M,8183
2021,61,F,8080
2021,61,M,8139
2021,62,F,8019
2021,62,M,7801
2021,63,F,7941
2021,63,M,7554
2021,64,F,7665
2021,64,M,7396
2021,65,F,7412
2021,65,M,7106
2021,66,F,7276
2021,66,M,6987
2021,67,F,6988
2021,67,M,6570
2021,68,F,6642
2021,68,M,6132
2021,69,F,6293
2021,69,M,5887
2021,70,F,6230
2021,70,M,5579
2021,71,F,6003
2021,71,M,5484
2021,72,F,5873
2021,72,M,5101
2021,73,F,5705
2021,73,M,5074
2021,74,F,5514
2021,74,M,4896
2021,75,F,4748
2021,75,M,4077
2021,76,F,4236
2021,76,M,3802
2021,77,F,4014
2021,77,M,3550
2021,78,F,3833
2021,78,M,3290
2021,79,F,3466
2021,79,M,2925
2021,80,F,3282
2021,80,M,2591
2021,81,F,2925
2021,81,M,2328
2021,82,F,2767
2021,82,M,2090
2021,83,F,2515
2021,83,M,1876
2021,84,F,2280
2021,84,M,1688
2021,85,F,2142
2021,85,M,1525
2021,86,F,1972
2021,86,M,1261
2021,87,F,1740
2021,87,M,1149
2021,88,F,1602
2021,88,M,1003
2021,89,F,1376
2021,89,M,829
2021,90,F,1219
2021,90,M,687
2021,91,F,1043
2021,91,M,553
2021,92,F,840
2021,92,M,381
2021,93,F,722
2021,93,M,331
2021,94,F,597
2021,94,M,221
2021,95,F,406
2021,95,M,183
2021,96,F,356
2021,96,M,121
2021,97,F,229
2021,97,M,81
2021,98,F,179
2021,98,M,38
2021,99,F,119
2021,99,M,26
2021,100,F,182
2021,100,M,49
2021,101,F,142
2021,101,M,27
2021,102,F,84
2021,102,M,12
2021,103,F,52
2021,103,M,5
2021,104,F,23
2021,104,M,5
2021,105,F,19
2021,105,M,3
2021,106,F,8
2021,106,M,0
2021,107,F,1
2021,107,M,0
2021,108,F,3
2021,108,M,0
2021,109,F,1
2021,109,M,0
2021,110,F,0
2021,110,M,0
2022,0,F,5730
2022,0,M,6090
2022,1,F,5449
2022,1,M,5573
2022,2,F,5782
2022,2,M,6152
2022,3,F,5964
2022,3,M,6073
2022,4,F,5868
2022,4,M,6319
2022,5,F,5960
2022,5,M,6357
2022,6,F,6077
2022,6,M,6370
2022,7,F,6034
2022,7,M,6517
2022,8,F,6190
2022,8,M,6433
2022,9,F,6257
2022,9,M,6537
2022,10,F,6178
2022,10,M,6591
2022,11,F,6272
2022,11,M,6576
2022,12,F,6262
2022,12,M,6646
2022,13,F,6358
2022,13,M,6659
2022,14,F,6486
2022,14,M,6508
2022,15,F,6397
2022,15,M,6504
2022,16,F,6272
2022,16,M,6514
2022,17,F,6332
2022,17,M,6620
2022,18,F,6622
2022,18,M,6911
2022,19,F,6813
2022,19,M,7133
2022,20,F,7010
2022,20,M,7284
2022,21,F,7021
2022,21,M,7497
2022,22,F,7277
2022,22,M,7693
2022,23,F,7256
2022,23,M,7957
2022,24,F,7326
2022,24,M,7860
2022,25,F,7316
2022,25,M,7884
2022,26,F,7540
2022,26,M,8045
2022,27,F,7768
2022,27,M,8184
2022,28,F,7732
2022,28,M,8106
2022,29,F,7792
2022,29,M,8222
2022,30,F,7928
2022,30,M,8288
2022,31,F,8150
2022,31,M,8357
2022,32,F,8177
2022,32,M,8503
2022,33,F,8042
2022,33,M,8261
2022,34,F,8124
2022,34,M,8084
2022,35,F,7922
2022,35,M,8146
2022,36,F,8111
2022,36,M,8217
2022,37,F,8057
2022,37,M,8178
2022,38,F,7938
2022,38,M,8189
2022,39,F,8052
2022,39,M,8068
2022,40,F,8006
2022,40,M,8081
2022,41,F,7982
2022,41,M,7855
2022,42,F,7848
2022,42,M,7766
2022,43,F,7732
2022,43,M,7475
2022,44,F,7536
2022,44,M,7346
2022,45,F,7421
2022,45,M,7387
2022,46,F,7509
2022,46,M,7214
2022,47,F,7349
2022,47,M,7270
2022,48,F,7233
2022,48,M,7088
2022,49,F,7125
2022,49,M,7141
2022,50,F,7405
2022,50,M,7061
2022,51,F,7559
2022,51,M,7397
2022,52,F,7565
2022,52,M,7308
2022,53,F,7537
2022,53,M,7150
2022,54,F,7343
2022,54,M,7144
2022,55,F,7332
2022,55,M,7332
2022,56,F,7720
2022,56,M,7585
2022,57,F,8271
2022,57,M,8018
2022,58,F,8511
2022,58,M,8235
2022,59,F,8518
2022,59,M,8349
2022,60,F,8321
2022,60,M,8057
2022,61,F,8320
2022,61,M,8137
2022,62,F,8064
2022,62,M,8086
2022,63,F,7983
2022,63,M,7755
2022,64,F,7923
2022,64,M,7507
2022,65,F,7630
2022,65,M,7320
2022,66,F,7375
2022,66,M,7030
2022,67,F,7240
2022,67,M,6926
2022,68,F,6943
2022,68,M,6492
2022,69,F,6599
2022,69,M,6045
2022,70,F,6245
2022,70,M,5789
2022,71,F,6166
2022,71,M,5481
2022,72,F,5926
2022,72,M,5378
2022,73,F,5782
2022,73,M,5002
2022,74,F,5608
2022,74,M,4939
2022,75,F,5406
2022,75,M,4767
2022,76,F,4661
2022,76,M,3984
2022,77,F,4138
2022,77,M,3672
2022,78,F,3910
2022,78,M,3417
2022,79,F,3713
2022,79,M,3144
2022,80,F,3345
2022,80,M,2764
2022,81,F,3148
2022,81,M,2468
2022,82,F,2790
2022,82,M,2187
2022,83,F,2610
2022,83,M,1936
2022,84,F,2352
2022,84,M,1718
2022,85,F,2131
2022,85,M,1533
2022,86,F,1985
2022,86,M,1385
2022,87,F,1823
2022,87,M,1130
2022,88,F,1569
2022,88,M,1019
2022,89,F,1435
2022,89,M,875
2022,90,F,1247
2022,90,M,724
2022,91,F,1058
2022,91,M,577
2022,92,F,907
2022,92,M,459
2022,93,F,692
2022,93,M,305
2022,94,F,593
2022,94,M,258
2022,95,F,462
2022,95,M,173
2022,96,F,315
2022,96,M,135
2022,97,F,265
2022,97,M,81
2022,98,F,169
2022,98,M,58
2022,99,F,127
2022,99,M,27
2022,100,F,204
2022,100,M,50
2022,101,F,133
2022,101,M,32
2022,102,F,91
2022,102,M,20
2022,103,F,57
2022,103,M,8
2022,104,F,33
2022,104,M,2
2022,105,F,12
2022,105,M,4
2022,106,F,13
2022,106,M,2
2022,107,F,3
2022,107,M,0
2022,108,F,0
2022,108,M,0
2022,109,F,1
2022,109,M,0
2022,110,F,0
2022,110,M,0
2023,0,F,5793
2023,0,M,6098
2023,1,F,5792
2023,1,M,6178
2023,2,F,5514
2023,2,M,5658
2023,3,F,5861
2023,3,M,6233
2023,4,F,6033
2023,4,M,6149
2023,5,F,5932
2023,5,M,6383
2023,6,F,6028
2023,6,M,6440
2023,7,F,6131
2023,7,M,6450
2023,8,F,6117
2023,8,M,6603
2023,9,F,6264
2023,9,M,6504
2023,10,F,6312
2023,10,M,6587
2023,11,F,6226
2023,11,M,6657
2023,12,F,6326
2023,12,M,6653
2023,13,F,6329
2023,13,M,6726
2023,14,F,6441
2023,14,M,6751
2023,15,F,6599
2023,15,M,6631
2023,16,F,6551
2023,16,M,6686
2023,17,F,6501
2023,17,M,6782
2023,18,F,6625
2023,18,M,6952
2023,19,F,6912
2023,19,M,7271
2023,20,F,7033
2023,20,M,7418
2023,21,F,7123
2023,21,M,7398
2023,22,F,7100
2023,22,M,7571
2023,23,F,7369
2023,23,M,7776
2023,24,F,7326
2023,24,M,8009
2023,25,F,7418
2023,25,M,7912
2023,26,F,7390
2023,26,M,7915
2023,27,F,7636
2023,27,M,8097
2023,28,F,7866
2023,28,M,8220
2023,29,F,7832
2023,29,M,8158
2023,30,F,7900
2023,30,M,8296
2023,31,F,8046
2023,31,M,8357
2023,32,F,8240
2023,32,M,8434
2023,33,F,8286
2023,33,M,8604
2023,34,F,8149
2023,34,M,8359
2023,35,F,8190
2023,35,M,8175
2023,36,F,8006
2023,36,M,8226
2023,37,F,8209
2023,37,M,8288
2023,38,F,8136
2023,38,M,8241
2023,39,F,8000
2023,39,M,8228
2023,40,F,8117
2023,40,M,8120
2023,41,F,8051
2023,41,M,8128
2023,42,F,8034
2023,42,M,7893
2023,43,F,7896
2023,43,M,7822
2023,44,F,7771
2023,44,M,7511
2023,45,F,7576
2023,45,M,7396
2023,46,F,7441
2023,46,M,7410
2023,47,F,7531
2023,47,M,7226
2023,48,F,7372
2023,48,M,7275
2023,49,F,7245
2023,49,M,7086
2023,50,F,7118
2023,50,M,7137
2023,51,F,7411
2023,51,M,7057
2023,52,F,7557
2023,52,M,7388
2023,53,F,7553
2023,53,M,7292
2023,54,F,7527
2023,54,M,7135
2023,55,F,7339
2023,55,M,7122
2023,56,F,7319
2023,56,M,7306
2023,57,F,7709
2023,57,M,7566
2023,58,F,8262
2023,58,M,7978
2023,59,F,8499
2023,59,M,8195
2023,60,F,8505
2023,60,M,8298
2023,61,F,8297
2023,61,M,8012
2023,62,F,8291
2023,62,M,8085
2023,63,F,8029
2023,63,M,8018
2023,64,F,7958
2023,64,M,7689
2023,65,F,7881
2023,65,M,7437
2023,66,F,7593
2023,66,M,7256
2023,67,F,7329
2023,67,M,6944
2023,68,F,7197
2023,68,M,6823
2023,69,F,6884
2023,69,M,6376
2023,70,F,6556
2023,70,M,5954
2023,71,F,6172
2023,71,M,5697
2023,72,F,6091
2023,72,M,5374
2023,73,F,5839
2023,73,M,5286
2023,74,F,5693
2023,74,M,4888
2023,75,F,5524
2023,75,M,4816
2023,76,F,5303
2023,76,M,4646
2023,77,F,4562
2023,77,M,3843
2023,78,F,4044
2023,78,M,3511
2023,79,F,3785
2023,79,M,3265
2023,80,F,3606
2023,80,M,2987
2023,81,F,3217
2023,81,M,2602
2023,82,F,3007
2023,82,M,2335
2023,83,F,2663
2023,83,M,2039
2023,84,F,2467
2023,84,M,1801
2023,85,F,2206
2023,85,M,1570
2023,86,F,1975
2023,86,M,1404
2023,87,F,1841
2023,87,M,1250
2023,88,F,1666
2023,88,M,996
2023,89,F,1395
2023,89,M,882
2023,90,F,1289
2023,90,M,718
2023,91,F,1079
2023,91,M,606
2023,92,F,911
2023,92,M,478
2023,93,F,760
2023,93,M,378
2023,94,F,571
2023,94,M,231
2023,95,F,484
2023,95,M,198
2023,96,F,367
2023,96,M,126
2023,97,F,225
2023,97,M,95
2023,98,F,186
2023,98,M,59
2023,99,F,130
2023,99,M,36
2023,100,F,252
2023,100,M,43
2023,101,F,136
2023,101,M,30
2023,102,F,95
2023,102,M,11
2023,103,F,51
2023,103,M,14
2023,104,F,42
2023,104,M,6
2023,105,F,20
2023,105,M,1
2023,106,F,8
2023,106,M,3
2023,107,F,6
2023,107,M,0
2023,108,F,2
2023,108,M,0
2023,109,F,0
2023,109,M,0
2023,110,F,0
2023,110,M,0
2024,0,F,5825
2024,0,M,6132
2024,1,F,5870
2024,1,M,6193
2024,2,F,5868
2024,2,M,6249
2024,3,F,5600
2024,3,M,5732
2024,4,F,5939
2024,4,M,6291
2024,5,F,6117
2024,5,M,6221
2024,6,F,6015
2024,6,M,6460
2024,7,F,6087
2024,7,M,6531
2024,8,F,6198
2024,8,M,6522
2024,9,F,6168
2024,9,M,6672
2024,10,F,6311
2024,10,M,6569
2024,11,F,6361
2024,11,M,6664
2024,12,F,6278
2024,12,M,6724
2024,13,F,6384
2024,13,M,6731
2024,14,F,6412
2024,14,M,6820
2024,15,F,6546
2024,15,M,6872
2024,16,F,6761
2024,16,M,6791
2024,17,F,6789
2024,17,M,6940
2024,18,F,6815
2024,18,M,7175
2024,19,F,6888
2024,19,M,7355
2024,20,F,7122
2024,20,M,7526
2024,21,F,7143
2024,21,M,7542
2024,22,F,7198
2024,22,M,7475
2024,23,F,7201
2024,23,M,7621
2024,24,F,7470
2024,24,M,7850
2024,25,F,7431
2024,25,M,8037
2024,26,F,7509
2024,26,M,7932
2024,27,F,7482
2024,27,M,7943
2024,28,F,7752
2024,28,M,8127
2024,29,F,7958
2024,29,M,8259
2024,30,F,7944
2024,30,M,8238
2024,31,F,7993
2024,31,M,8383
2024,32,F,8160
2024,32,M,8426
2024,33,F,8332
2024,33,M,8518
2024,34,F,8402
2024,34,M,8716
2024,35,F,8263
2024,35,M,8440
2024,36,F,8283
2024,36,M,8265
2024,37,F,8089
2024,37,M,8278
2024,38,F,8280
2024,38,M,8341
2024,39,F,8207
2024,39,M,8310
2024,40,F,8049
2024,40,M,8276
2024,41,F,8169
2024,41,M,8164
2024,42,F,8109
2024,42,M,8165
2024,43,F,8090
2024,43,M,7926
2024,44,F,7932
2024,44,M,7874
2024,45,F,7800
2024,45,M,7537
2024,46,F,7601
2024,46,M,7430
2024,47,F,7469
2024,47,M,7422
2024,48,F,7548
2024,48,M,7232
2024,49,F,7388
2024,49,M,7284
2024,50,F,7252
2024,50,M,7087
2024,51,F,7131
2024,51,M,7137
2024,52,F,7427
2024,52,M,7053
2024,53,F,7554
2024,53,M,7383
2024,54,F,7562
2024,54,M,7282
2024,55,F,7520
2024,55,M,7113
2024,56,F,7334
2024,56,M,7100
2024,57,F,7295
2024,57,M,7289
2024,58,F,7685
2024,58,M,7525
2024,59,F,8241
2024,59,M,7935
2024,60,F,8494
2024,60,M,8145
2024,61,F,8485
2024,61,M,8244
2024,62,F,8275
2024,62,M,7953
2024,63,F,8264
2024,63,M,8027
2024,64,F,7994
2024,64,M,7927
2024,65,F,7929
2024,65,M,7613
2024,66,F,7833
2024,66,M,7364
2024,67,F,7539
2024,67,M,7161
2024,68,F,7281
2024,68,M,6884
2024,69,F,7137
2024,69,M,6730
2024,70,F,6847
2024,70,M,6258
2024,71,F,6487
2024,71,M,5851
2024,72,F,6126
2024,72,M,5592
2024,73,F,6007
2024,73,M,5258
2024,74,F,5755
2024,74,M,5146
2024,75,F,5587
2024,75,M,4765
2024,76,F,5418
2024,76,M,4667
2024,77,F,5177
2024,77,M,4489
2024,78,F,4445
2024,78,M,3685
2024,79,F,3936
2024,79,M,3350
2024,80,F,3663
2024,80,M,3117
2024,81,F,3459
2024,81,M,2828
2024,82,F,3088
2024,82,M,2443
2024,83,F,2857
2024,83,M,2173
2024,84,F,2516
2024,84,M,1873
2024,85,F,2322
2024,85,M,1642
2024,86,F,2059
2024,86,M,1418
2024,87,F,1830
2024,87,M,1259
2024,88,F,1661
2024,88,M,1115
2024,89,F,1507
2024,89,M,844
2024,90,F,1225
2024,90,M,739
2024,91,F,1119
2024,91,M,598
2024,92,F,907
2024,92,M,477
2024,93,F,767
2024,93,M,389
2024,94,F,616
2024,94,M,304
2024,95,F,452
2024,95,M,169
2024,96,F,393
2024,96,M,132
2024,97,F,286
2024,97,M,91
2024,98,F,158
2024,98,M,62
2024,99,F,132
2024,99,M,37
2024,100,F,245
2024,100,M,52
2024,101,F,165
2024,101,M,31
2024,102,F,86
2024,102,M,20
2024,103,F,62
2024,103,M,5
2024,104,F,34
2024,104,M,9
2024,105,F,28
2024,105,M,2
2024,106,F,17
2024,106,M,0
2024,107,F,4
2024,107,M,1
2024,108,F,3
2024,108,M,0
2024,109,F,2
2024,109,M,0
2024,110,F,0
2024,110,M,0
2025,0,F,5801
2025,0,M,6199
2025,1,F,5917
2025,1,M,6216
